name,type,company_id,company_name,registration_date,status
FEMI OTEDOLA,Directors,C 33845,ALPHA MARITIME LIMITED,"Apr 30, 2004",
NANA OTEDOLA,Directors,C 33845,ALPHA MARITIME LIMITED,"Apr 30, 2004",
FEMI OTEDOLA,Shareholders,C 33845,ALPHA MARITIME LIMITED,"Apr 30, 2004",
NANA OTEDOLA,Shareholders,C 33845,ALPHA MARITIME LIMITED,"Apr 30, 2004",
